1,true,true,2292,maxTurns,40,0
2,true,true,2236,maxTurns,34,0
3,true,true,2295,maxTurns,40,0
4,false,false,691,starved,33,0
5,true,true,2164,maxTurns,21,0
6,true,true,2271,maxTurns,38,0
7,false,false,583,starved,25,0
8,true,true,2272,maxTurns,38,0
9,true,true,2290,maxTurns,39,0
10,true,true,2335,maxTurns,44,0
11,false,false,548,starved,22,0
12,true,true,2234,maxTurns,33,0
13,true,true,2196,maxTurns,28,0
14,false,false,763,starved,37,0
15,false,false,704,starved,31,0
16,false,false,653,starved,25,0
17,false,false,485,starved,17,0
18,true,true,2244,maxTurns,33,0
19,false,false,581,starved,21,0
20,true,true,2220,maxTurns,30,0
21,false,false,513,starved,21,0
22,true,true,2298,maxTurns,39,0
23,true,true,2266,maxTurns,36,0
24,true,true,2255,maxTurns,31,0
25,true,true,2186,maxTurns,24,0
26,false,false,598,starved,26,0
27,false,false,548,starved,20,0
28,true,true,2241,maxTurns,33,0
29,false,false,485,starved,20,0
30,true,true,2188,maxTurns,25,0
31,false,false,547,starved,30,0
32,true,true,2218,maxTurns,30,0
33,true,true,2239,maxTurns,32,0
34,false,false,732,starved,36,0
35,true,true,2255,maxTurns,36,0
36,false,false,620,starved,26,0
37,true,true,2314,maxTurns,42,0
38,true,true,2279,maxTurns,36,0
39,false,false,620,starved,33,0
40,true,true,2386,maxTurns,50,0
41,false,false,478,starved,25,0
42,true,true,2309,maxTurns,42,0
43,true,true,2276,maxTurns,39,0
44,true,true,2300,maxTurns,41,0
45,true,true,2175,maxTurns,25,0
46,false,false,77,starved,3,0
47,true,true,2210,maxTurns,29,0
48,true,true,2237,maxTurns,32,0
49,false,false,718,starved,34,0
50,false,false,543,starved,21,0
51,false,false,627,starved,25,0
52,false,false,543,starved,25,0
53,true,true,2261,maxTurns,36,0
54,false,false,585,starved,18,0
55,false,false,546,starved,26,0
56,false,false,608,starved,22,0
57,true,true,2276,maxTurns,37,0
58,true,true,2261,maxTurns,35,0
59,true,true,2343,maxTurns,47,0
60,true,true,2191,maxTurns,27,0
61,false,false,521,starved,22,0
62,true,true,2333,maxTurns,45,0
63,false,false,635,starved,24,0
64,true,true,2346,maxTurns,48,0
65,true,true,2250,maxTurns,34,0
66,true,true,2239,maxTurns,31,0
67,false,false,694,starved,28,0
68,true,true,2268,maxTurns,37,0
69,false,false,58,starved,5,0
70,true,true,2274,maxTurns,38,0
71,false,false,3,starved,0,0
72,true,true,2309,maxTurns,44,0
73,false,false,374,starved,11,0
74,true,true,2276,maxTurns,37,0
75,false,false,615,starved,24,0
76,true,true,2162,maxTurns,23,0
77,false,false,433,starved,14,0
78,false,false,779,starved,42,0
79,true,true,2183,maxTurns,26,0
80,true,true,2224,maxTurns,32,0
81,false,false,464,starved,15,0
82,false,false,694,starved,30,0
83,true,true,2258,maxTurns,33,0
84,false,false,602,starved,21,0
85,false,false,470,starved,14,0
86,false,false,576,starved,24,0
87,false,false,413,starved,15,0
88,false,false,626,starved,28,0
89,true,true,2383,maxTurns,51,0
90,true,true,2274,maxTurns,38,0
91,true,true,2175,maxTurns,26,0
92,false,false,496,starved,18,0
93,true,true,2327,maxTurns,44,0
94,true,true,2322,maxTurns,42,0
95,true,true,2223,maxTurns,29,0
96,false,false,497,starved,17,0
97,true,true,2247,maxTurns,34,0
98,false,false,563,starved,24,0
99,false,false,630,starved,23,0
100,true,true,2255,maxTurns,34,0
1,true,true,2274,maxTurns,39,0
2,true,true,2242,maxTurns,34,0
3,false,false,0,starved,0,0
4,false,false,573,starved,38,0
5,true,true,2303,maxTurns,41,0
6,false,false,629,starved,19,0
7,true,true,2287,maxTurns,38,0
8,false,false,657,starved,28,0
9,true,true,2210,maxTurns,28,0
10,false,false,548,starved,23,0
11,false,false,492,starved,18,0
12,true,true,2279,maxTurns,39,0
13,true,true,2324,maxTurns,40,0
14,true,true,2228,maxTurns,34,0
15,false,false,622,starved,26,0
16,true,true,2271,maxTurns,35,0
17,true,true,2274,maxTurns,37,0
18,false,false,642,starved,26,0
19,false,false,470,starved,21,0
20,false,false,621,starved,26,0
21,false,false,76,starved,5,0
22,false,false,400,starved,9,0
23,true,true,2247,maxTurns,32,0
24,false,false,640,starved,24,0
25,false,false,32,starved,2,0
26,false,false,746,starved,37,0
27,false,false,536,starved,17,0
28,true,true,2295,maxTurns,39,0
29,false,false,627,starved,25,0
30,false,false,546,starved,23,0
31,true,true,2325,maxTurns,42,0
32,true,true,2274,maxTurns,38,0
33,false,false,530,starved,17,0
34,true,true,2306,maxTurns,40,0
35,true,true,2250,maxTurns,36,0
36,true,true,2300,maxTurns,40,0
37,true,true,2233,maxTurns,31,0
38,false,false,433,starved,17,0
39,false,false,655,starved,27,0
40,true,true,2228,maxTurns,30,0
41,true,true,2244,maxTurns,32,0
42,false,false,544,starved,19,0
43,false,false,687,starved,28,0
44,false,false,623,starved,30,0
45,false,false,101,starved,8,0
46,true,true,2298,maxTurns,41,0
47,false,false,698,starved,27,0
48,true,true,2317,maxTurns,43,0
49,true,true,2287,maxTurns,38,0
50,false,false,500,starved,23,0
51,true,true,2271,maxTurns,38,0
52,false,false,592,starved,30,0
53,true,true,2274,maxTurns,37,0
54,false,false,538,starved,24,0
55,false,false,688,starved,28,0
56,true,true,2300,maxTurns,39,0
57,false,false,653,starved,27,0
58,true,true,2282,maxTurns,38,0
59,false,false,563,starved,24,0
60,true,true,2220,maxTurns,29,0
61,true,true,2226,maxTurns,31,0
62,false,false,741,starved,40,0
63,true,true,2242,maxTurns,33,0
64,false,false,771,starved,42,0
65,true,true,2247,maxTurns,34,0
66,false,false,729,starved,38,0
67,true,true,2226,maxTurns,33,0
68,false,false,522,starved,23,0
69,true,true,2311,maxTurns,41,0
70,true,true,2220,maxTurns,29,0
71,true,true,2276,maxTurns,36,0
72,true,true,2277,maxTurns,38,0
73,false,false,738,starved,41,0
74,false,false,748,starved,38,0
75,false,false,618,starved,19,0
76,false,false,701,starved,27,0
77,false,false,653,starved,30,0
78,false,false,101,starved,6,0
79,true,true,2276,maxTurns,36,0
80,true,true,2290,maxTurns,40,0
81,true,true,2222,maxTurns,31,0
82,false,false,594,starved,27,0
83,true,true,2292,maxTurns,40,0
84,false,false,772,starved,44,0
85,false,false,661,starved,28,0
86,true,true,2300,maxTurns,39,0
87,true,true,2245,maxTurns,35,0
88,true,true,2114,maxTurns,20,0
89,true,true,2223,maxTurns,30,0
90,true,true,2263,maxTurns,34,0
91,false,false,635,starved,24,0
92,true,true,2258,maxTurns,32,0
93,true,true,2263,maxTurns,36,0
94,false,false,610,starved,25,0
95,true,true,2191,maxTurns,28,0
96,false,false,626,starved,23,0
97,true,true,2297,maxTurns,39,0
98,false,false,537,starved,18,0
99,true,true,2220,maxTurns,28,0
100,false,false,5,starved,0,0
1,true,true,2228,maxTurns,32,0
2,true,true,2300,maxTurns,40,0
3,false,false,657,starved,29,0
4,true,true,2196,maxTurns,26,0
5,true,true,2172,maxTurns,24,0
6,false,false,618,starved,29,0
7,false,false,73,starved,6,0
8,false,false,716,starved,32,0
9,false,false,536,starved,20,0
10,false,false,681,starved,28,0
11,false,false,462,starved,17,0
12,true,true,2274,maxTurns,37,0
13,true,true,2276,maxTurns,36,0
14,false,false,629,starved,31,0
15,true,true,2292,maxTurns,39,0
16,true,true,2300,maxTurns,40,0
17,true,true,2260,maxTurns,33,0
18,true,true,2292,maxTurns,39,0
19,false,false,744,starved,39,0
20,true,true,2282,maxTurns,37,0
21,false,false,687,starved,29,0
22,true,true,2276,maxTurns,36,0
23,false,false,633,starved,22,0
24,true,true,2282,maxTurns,38,0
25,true,true,2263,maxTurns,34,0
26,true,true,2228,maxTurns,30,0
27,false,false,586,starved,21,0
28,false,false,673,starved,29,0
29,false,false,598,starved,27,0
30,true,true,2204,maxTurns,27,0
31,false,false,487,starved,17,0
32,true,true,2236,maxTurns,34,0
33,true,true,2215,maxTurns,28,0
34,false,false,593,starved,25,0
35,false,false,532,starved,21,0
36,true,true,2268,maxTurns,38,0
37,true,true,2236,maxTurns,29,0
38,false,false,685,starved,34,0
39,true,true,2276,maxTurns,38,0
40,true,true,2268,maxTurns,33,0
41,true,true,2233,maxTurns,29,0
42,false,false,736,starved,34,0
43,false,false,663,starved,37,0
44,true,true,2276,maxTurns,37,0
45,true,true,2343,maxTurns,47,0
46,true,true,2207,maxTurns,30,0
47,true,true,2228,maxTurns,31,0
48,true,true,2314,maxTurns,42,0
49,true,true,2367,maxTurns,49,0
50,true,true,2242,maxTurns,34,0
51,true,true,2311,maxTurns,40,0
52,true,true,2285,maxTurns,39,0
53,true,true,2204,maxTurns,28,0
54,false,false,417,starved,15,0
55,false,false,591,starved,26,0
56,false,false,597,starved,27,0
57,true,true,2225,maxTurns,29,0
58,true,true,2274,maxTurns,37,0
59,false,false,574,starved,36,0
60,false,false,764,starved,38,0
61,true,true,2204,maxTurns,29,0
62,true,true,2252,maxTurns,34,0
63,true,true,2322,maxTurns,43,0
64,false,false,767,starved,40,0
65,true,true,2244,maxTurns,33,0
66,false,false,492,starved,19,0
67,true,true,2188,maxTurns,25,0
68,false,false,588,starved,25,0
69,false,false,740,starved,38,0
70,false,false,567,starved,32,0
71,true,true,2226,maxTurns,31,0
72,false,false,370,starved,9,0
73,true,true,2242,maxTurns,32,0
74,false,false,142,starved,10,0
75,false,false,592,starved,25,0
76,false,false,658,starved,25,0
77,true,true,2287,maxTurns,39,0
78,false,false,744,starved,38,0
79,true,true,2138,maxTurns,20,0
80,true,true,2268,maxTurns,35,0
81,true,true,2287,maxTurns,39,0
82,true,true,2439,maxTurns,59,0
83,false,false,601,starved,29,0
84,true,true,2330,maxTurns,45,0
85,false,false,580,starved,25,0
86,false,false,694,starved,30,0
87,false,false,90,starved,5,0
88,true,true,2217,maxTurns,28,0
89,false,false,686,starved,27,0
90,true,true,2290,maxTurns,39,0
91,true,true,2228,maxTurns,29,0
92,true,true,2250,maxTurns,35,0
93,true,true,2229,maxTurns,32,0
94,false,false,658,starved,26,0
95,true,true,2226,maxTurns,30,0
96,true,true,2303,maxTurns,40,0
97,false,false,589,starved,24,0
98,false,false,430,starved,15,0
99,false,false,8,starved,0,0
100,false,false,556,starved,29,0
1,true,true,2212,maxTurns,30,0
2,true,true,2186,maxTurns,27,0
3,true,true,2322,maxTurns,46,0
4,false,false,691,starved,30,0
5,false,false,553,starved,21,0
6,false,false,667,starved,32,0
7,false,false,540,starved,23,0
8,true,true,2338,maxTurns,44,0
9,false,false,331,starved,11,0
10,true,true,2268,maxTurns,35,0
11,false,false,520,starved,19,0
12,true,true,2306,maxTurns,42,0
13,true,true,2282,maxTurns,37,0
14,false,false,344,starved,10,0
15,true,true,2329,maxTurns,42,0
16,true,true,2319,maxTurns,41,0
17,false,false,478,starved,22,0
18,true,true,2268,maxTurns,37,0
19,true,true,2228,maxTurns,28,0
20,false,false,455,starved,19,0
21,false,false,503,starved,26,0
22,false,false,464,starved,22,0
23,true,true,2196,maxTurns,26,0
24,false,false,677,starved,29,0
25,true,true,2239,maxTurns,34,0
26,false,false,706,starved,31,0
27,true,true,2276,maxTurns,35,0
